"target_pref_name","target_chembl_id","publication_year","target_tid","go_pref_name","compound_count","PMID_count","disease_efficacy_count"
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"response to stress",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"response to stress",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"reproduction",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"reproduction",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"reproduction",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"reproduction",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"reproduction",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"reproduction",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"reproduction",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"reproduction",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"reproduction",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"reproduction",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"reproduction",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"proteolysis",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"proteolysis",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"proteolysis",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"proteolysis",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"proteolysis",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"proteolysis",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"proteolysis",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"proteolysis",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"proteolysis",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"proteolysis",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"proteolysis",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"multicellular organismal development",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"multicellular organismal development",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"multicellular organismal development",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"multicellular organismal development",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"multicellular organismal development",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"multicellular organismal development",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"multicellular organismal development",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"multicellular organismal development",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"multicellular organismal development",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"multicellular organismal development",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"multicellular organismal development",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"locomotion",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"locomotion",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"locomotion",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"locomotion",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"locomotion",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"locomotion",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"locomotion",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"locomotion",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"locomotion",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"locomotion",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"locomotion",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"homeostatic process",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"homeostatic process",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"homeostatic process",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"homeostatic process",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"homeostatic process",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"homeostatic process",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"homeostatic process",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"homeostatic process",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"homeostatic process",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"homeostatic process",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"homeostatic process",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"growth",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"growth",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"growth",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"growth",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"growth",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"growth",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"growth",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"growth",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"growth",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"growth",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"growth",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"female pregnancy",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"female pregnancy",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"female pregnancy",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"female pregnancy",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"female pregnancy",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"female pregnancy",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"female pregnancy",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"female pregnancy",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"female pregnancy",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"female pregnancy",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"female pregnancy",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"cell motility",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"cell motility",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"cell motility",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"cell motility",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"cell motility",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"cell motility",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"cell motility",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"cell motility",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"cell motility",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"cell motility",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"cell motility",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"cell death",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"cell death",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"cell death",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"cell death",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"cell death",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"cell death",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"cell death",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"cell death",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"cell death",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"cell death",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"cell death",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"anatomical structure formation involved in morphogenesis",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"anatomical structure formation involved in morphogenesis",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"anatomical structure formation involved in morphogenesis",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"anatomical structure formation involved in morphogenesis",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"anatomical structure formation involved in morphogenesis",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"anatomical structure formation involved in morphogenesis",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"anatomical structure formation involved in morphogenesis",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"anatomical structure formation involved in morphogenesis",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"anatomical structure formation involved in morphogenesis",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"anatomical structure formation involved in morphogenesis",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"anatomical structure formation involved in morphogenesis",3,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2001,11942,"anatomical structure development",18,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2002,11942,"anatomical structure development",14,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2005,11942,"anatomical structure development",1,1,0
"Urokinase-type plasminogen activator","CHEMBL3286",2006,11942,"anatomical structure development",70,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2007,11942,"anatomical structure development",86,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2011,11942,"anatomical structure development",7,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2012,11942,"anatomical structure development",46,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2013,11942,"anatomical structure development",14,3,0
"Urokinase-type plasminogen activator","CHEMBL3286",2014,11942,"anatomical structure development",38,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2015,11942,"anatomical structure development",45,2,0
"Urokinase-type plasminogen activator","CHEMBL3286",2016,11942,"anatomical structure development",3,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L5","CHEMBL3407316",2015,109575,"response to stress",2,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L5","CHEMBL3407316",2015,109575,"proteolysis",2,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L5","CHEMBL3407316",2015,109575,"negative regulation of endopeptidase activity",2,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L5","CHEMBL3407316",2015,109575,"multicellular organismal development",2,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L5","CHEMBL3407316",2015,109575,"cellular protein modification process",2,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L5","CHEMBL3407316",2015,109575,"cellular nitrogen compound metabolic process",2,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L5","CHEMBL3407316",2015,109575,"catabolic process",2,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L5","CHEMBL3407316",2015,109575,"biosynthetic process",2,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L5","CHEMBL3407316",2015,109575,"DNA metabolic process",2,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L3","CHEMBL6195",2007,102793,"proteolysis",6,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L3","CHEMBL6195",2007,102793,"cellular protein modification process",6,1,0
"Ubiquitin carboxyl-terminal hydrolase isozyme L3","CHEMBL6195",2007,102793,"catabolic process",6,1,0
"Ubiquitin carboxyl-terminal hydrolase 5","CHEMBL6158",2013,102791,"proteolysis",2,1,0
"Ubiquitin carboxyl-terminal hydrolase 5","CHEMBL6158",2013,102791,"cellular protein modification process",2,1,0
"Ubiquitin carboxyl-terminal hydrolase 5","CHEMBL6158",2013,102791,"catabolic process",2,1,0
"Tryptase gamma","CHEMBL4955",1998,12857,"proteolysis",6,1,0
"Tryptase gamma","CHEMBL4955",2000,12857,"proteolysis",2,2,0
"Tryptase beta-1","CHEMBL2617",2001,12703,"response to stress",29,1,0
"Tryptase beta-1","CHEMBL2617",2002,12703,"response to stress",6,1,0
"Tryptase beta-1","CHEMBL2617",2003,12703,"response to stress",1,1,0
"Tryptase beta-1","CHEMBL2617",2004,12703,"response to stress",7,2,0
"Tryptase beta-1","CHEMBL2617",2005,12703,"response to stress",13,1,0
"Tryptase beta-1","CHEMBL2617",2006,12703,"response to stress",68,4,0
"Tryptase beta-1","CHEMBL2617",2001,12703,"proteolysis",29,1,0
"Tryptase beta-1","CHEMBL2617",2002,12703,"proteolysis",6,1,0
"Tryptase beta-1","CHEMBL2617",2003,12703,"proteolysis",1,1,0
"Tryptase beta-1","CHEMBL2617",2004,12703,"proteolysis",7,2,0
"Tryptase beta-1","CHEMBL2617",2005,12703,"proteolysis",13,1,0
"Tryptase beta-1","CHEMBL2617",2006,12703,"proteolysis",68,4,0
"Tryptase beta-1","CHEMBL2617",2001,12703,"extracellular matrix organization",29,1,0
"Tryptase beta-1","CHEMBL2617",2002,12703,"extracellular matrix organization",6,1,0
"Tryptase beta-1","CHEMBL2617",2003,12703,"extracellular matrix organization",1,1,0
"Tryptase beta-1","CHEMBL2617",2004,12703,"extracellular matrix organization",7,2,0
"Tryptase beta-1","CHEMBL2617",2005,12703,"extracellular matrix organization",13,1,0
"Tryptase beta-1","CHEMBL2617",2006,12703,"extracellular matrix organization",68,4,0
"Trypsin III","CHEMBL4551",2016,10121,"zymogen activation",1,0,0
"Trypsin III","CHEMBL4551",2016,10121,"small molecule metabolic process",1,0,0
"Trypsin III","CHEMBL4551",2016,10121,"proteolysis",1,0,0
"Trypsin III","CHEMBL4551",2016,10121,"digestion",1,0,0
"Trypsin III","CHEMBL4551",2016,10121,"cell motility",1,0,0
"Trypsin I","CHEMBL209",1998,42,"small molecule metabolic process",9,1,0
"Trypsin I","CHEMBL209",1999,42,"small molecule metabolic process",11,1,0
"Trypsin I","CHEMBL209",2001,42,"small molecule metabolic process",12,1,0
"Trypsin I","CHEMBL209",2002,42,"small molecule metabolic process",23,2,0
"Trypsin I","CHEMBL209",2003,42,"small molecule metabolic process",6,2,0
"Trypsin I","CHEMBL209",2004,42,"small molecule metabolic process",2,1,0
"Trypsin I","CHEMBL209",2005,42,"small molecule metabolic process",12,2,0
"Trypsin I","CHEMBL209",2013,42,"small molecule metabolic process",129,0,0
"Trypsin I","CHEMBL209",2015,42,"small molecule metabolic process",81,0,0
"Trypsin I","CHEMBL209",2016,42,"small molecule metabolic process",2,0,0
"Trypsin I","CHEMBL209",1998,42,"proteolysis",9,1,0
"Trypsin I","CHEMBL209",1999,42,"proteolysis",11,1,0
"Trypsin I","CHEMBL209",2001,42,"proteolysis",12,1,0
"Trypsin I","CHEMBL209",2002,42,"proteolysis",23,2,0
"Trypsin I","CHEMBL209",2003,42,"proteolysis",6,2,0
"Trypsin I","CHEMBL209",2004,42,"proteolysis",2,1,0
"Trypsin I","CHEMBL209",2005,42,"proteolysis",12,2,0
"Trypsin I","CHEMBL209",2013,42,"proteolysis",129,0,0
"Trypsin I","CHEMBL209",2015,42,"proteolysis",81,0,0
"Trypsin I","CHEMBL209",2016,42,"proteolysis",2,0,0
"Trypsin I","CHEMBL209",1998,42,"extracellular matrix organization",9,1,0
"Trypsin I","CHEMBL209",1999,42,"extracellular matrix organization",11,1,0
"Trypsin I","CHEMBL209",2001,42,"extracellular matrix organization",12,1,0
"Trypsin I","CHEMBL209",2002,42,"extracellular matrix organization",23,2,0
"Trypsin I","CHEMBL209",2003,42,"extracellular matrix organization",6,2,0
"Trypsin I","CHEMBL209",2004,42,"extracellular matrix organization",2,1,0
"Trypsin I","CHEMBL209",2005,42,"extracellular matrix organization",12,2,0
"Trypsin I","CHEMBL209",2013,42,"extracellular matrix organization",129,0,0
"Trypsin I","CHEMBL209",2015,42,"extracellular matrix organization",81,0,0
"Trypsin I","CHEMBL209",2016,42,"extracellular matrix organization",2,0,0
"Trypsin I","CHEMBL209",1998,42,"digestion",9,1,0
"Trypsin I","CHEMBL209",1999,42,"digestion",11,1,0
"Trypsin I","CHEMBL209",2001,42,"digestion",12,1,0
"Trypsin I","CHEMBL209",2002,42,"digestion",23,2,0
"Trypsin I","CHEMBL209",2003,42,"digestion",6,2,0
"Trypsin I","CHEMBL209",2004,42,"digestion",2,1,0
"Trypsin I","CHEMBL209",2005,42,"digestion",12,2,0
"Trypsin I","CHEMBL209",2013,42,"digestion",129,0,0
"Trypsin I","CHEMBL209",2015,42,"digestion",81,0,0
"Trypsin I","CHEMBL209",2016,42,"digestion",2,0,0
"Tripeptidyl-peptidase 2","CHEMBL6156",2008,102785,"proteolysis",1,1,0
"Tripeptidyl-peptidase 2","CHEMBL6156",2008,102785,"cellular protein modification process",1,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2010,104219,"signal transduction",1,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2012,104219,"signal transduction",33,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2014,104219,"signal transduction",15,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2016,104219,"signal transduction",7,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2010,104219,"proteolysis",1,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2012,104219,"proteolysis",33,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2014,104219,"proteolysis",15,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2016,104219,"proteolysis",7,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2010,104219,"multicellular organismal development",1,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2012,104219,"multicellular organismal development",33,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2014,104219,"multicellular organismal development",15,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2016,104219,"multicellular organismal development",7,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2010,104219,"homeostatic process",1,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2012,104219,"homeostatic process",33,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2014,104219,"homeostatic process",15,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2016,104219,"homeostatic process",7,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2010,104219,"extracellular matrix organization",1,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2012,104219,"extracellular matrix organization",33,1,0
"Transmembrane protease serine 6","CHEMBL1795139",2014,104219,"extracellular matrix organization",15,1,0
